"Forecast_Period","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95","Key1"
"2024 Q1",1110.53837835299,979.88402216443,1241.19273454154,910.719783894778,1310.35697281119,"2024-11-05_ALandbouwBosbouwEnVisserij_150"
"2024 Q2",2510.59301015125,2371.97511759024,2649.21090271226,2298.59523781272,2722.59078248978,"2024-11-05_ALandbouwBosbouwEnVisserij_20"
"2024 Q2",386.049071768541,317.16782725764,454.930316279441,280.704299009209,491.393844527873,"2024-11-05_BDelfstoffenwinning_22"
"2024 Q1",34902.0969945841,28668.4249523432,41135.769036825,25368.5183055093,44435.6756836588,"2024-11-05_BedrijvenEnHuishoudens_12"
"2024 Q2",22730.0763496392,21989.2173490712,23470.9353502072,21597.0302844045,23863.1224148739,"2024-11-05_BelastingenOpProductieEnInvoer_67"
"2024 Q1",5274.67998369382,4284.27240415849,6265.08756322915,3759.98230152928,6789.37766585836,"2024-11-05_BetaaldeInkomensoverdrachtenBuitenland_79"
"2024 Q1",71869.8344226168,61491.3940590541,82248.2747861795,55997.3795989707,87742.289246263,"2024-11-05_BetaaldePrimaireInkomensBuitenland_75"
"2024 Q1",7745.2006782999,7033.36732541176,8457.03403118804,6656.54551048209,8833.85584611772,"2024-11-05_BFNijverheidEnEnergie_151"
"2024 Q2",88887.7998875822,86592.1397041742,91183.4600709903,85376.8906107399,92398.7091644246,"2024-11-05_BinnenlandsConsumptieHuishoudens_121"
"2024 Q1",5816.85373255987,5614.57466573735,6019.13279938238,5507.49459598075,6126.21286913899,"2024-11-05_BrandstoffenEnOverigeGoederen_112"
"2024 Q1",198544.905953057,192204.680633092,204885.131273022,188848.368088254,208241.443817859,"2024-11-05_BrutoBeschikbaarNationaalInkomen_80"
"2024 Q2",205939.134984615,201922.744143265,209955.525825964,199796.595262823,212081.674706406,"2024-11-05_BrutoBinnenlandsProduct_2"
"2024 Q2",205939.134984615,201922.744143265,209955.525825964,199796.595262823,212081.674706406,"2024-11-05_BrutoBinnenlandsProduct_63"
"2024 Q2",205939.134984615,201922.744143265,209955.525825964,199796.595262823,212081.674706406,"2024-11-05_BrutoBinnenlandsProduct_71"
"2024 Q2",205939.134984615,201922.744143265,209955.525825964,199796.595262823,212081.674706406,"2024-11-05_BrutoBinnenlandsProduct_72"
"2024 Q2",44614.4235909299,37101.7700851505,52127.0770967093,33124.8115491398,56104.03563272,"2024-11-05_BrutoInvesteringen_84"
"2024 Q1",199685.457433807,193486.474343283,205884.440524331,190204.93091825,209165.983949365,"2024-11-05_BrutoNationaalInkomen_76"
"2024 Q1",62170.3168045496,55706.1628045528,68634.4708045464,52284.2463793379,72056.3872297613,"2024-11-05_BrutoNationaleBesparingen_83"
"2024 Q2",-570.663684311608,-610.168333017488,-531.159035605728,-631.080830813651,-510.246537809565,"2024-11-05_CifFobCorrectie_171"
"2024 Q2",-570.663684311608,-610.168333017488,-531.159035605728,-631.080830813651,-510.246537809565,"2024-11-05_CifFobCorrectie_178"
"2024 Q2",-570.663684311608,-610.168333017488,-531.159035605728,-631.080830813651,-510.246537809565,"2024-11-05_CifFobCorrectie_195"
"2024 Q2",-1429.28539992075,-1547.47803874649,-1311.092761095,-1610.045442329,-1248.52535751249,"2024-11-05_CifFobCorrectieEnHerclassificatie_198"
"2024 Q2",857.574757114523,769.021432806232,946.128081422813,722.144134561469,993.005379667576,"2024-11-05_CifFobHerclassificatie_201"
"2024 Q2",17661.3120076035,17189.7315967523,18132.8924184546,16940.0920068381,18382.5320083688,"2024-11-05_CollectieveConsumptieOverheid_126"
"2024 Q2",6989.92668275395,5657.10621790818,8322.74714759971,4951.55368303346,9028.29968247443,"2024-11-05_ComputerprogrammatuurEnDatabanken_144"
"2024 Q2",1045.13547375236,856.734781847029,1233.53616565768,757.001479986799,1333.26946751791,"2024-11-05_Computers_139"
"2024 Q2",2706.38425619734,2061.00236191626,3351.76615047842,1719.35782427408,3693.4106881206,"2024-11-05_ConsumptieIngezetenenInHetBuitenland_122"
"2024 Q2",2706.38425619734,2061.00236191626,3351.76615047842,1719.35782427408,3693.4106881206,"2024-11-05_ConsumptieIngezetenenInHetBuitenland_194"
"2024 Q2",3947.7968552179,3255.58152828166,4640.01218215414,2889.14486897097,5006.44884146483,"2024-11-05_ConsumptieNietIngezetenenInNederland_123"
"2024 Q2",3947.7968552179,3255.58152828166,4640.01218215414,2889.14486897097,5006.44884146483,"2024-11-05_ConsumptieNietIngezetenenInNederland_170"
"2024 Q2",3947.7968552179,3255.58152828166,4640.01218215414,2889.14486897097,5006.44884146483,"2024-11-05_ConsumptieNietIngezetenenInNederland_176"
"2024 Q2",142333.572271955,139758.638099789,144908.50644412,138395.55028697,146271.59425694,"2024-11-05_ConsumptieveBestedingen_81"
"2024 Q2",2759.87173956941,2586.8705227569,2932.87295638192,2495.28921058625,3024.45426855257,"2024-11-05_DEnergievoorziening_35"
"2024 Q2",45757.2067899123,43138.2317627971,48376.1818170274,41751.8301296496,49762.583450175,"2024-11-05_Diensten_17"
"2024 Q2",39085.0577841666,33234.8513005314,44935.2642678017,30137.9390584561,48032.176509877,"2024-11-05_Diensten_5"
"2024 Q1",2362.28189836626,2277.49496412927,2447.06883260326,2232.61147235148,2491.95232438105,"2024-11-05_DrankenEnTabak_102"
"2024 Q1",2985.07137261444,2790.4153278403,3179.72741738859,2687.37064219693,3282.77210303196,"2024-11-05_ElektrischeApparatuur_107"
"2024 Q1",3006.14798993749,2712.58662662291,3299.70935325208,2557.184628011,3455.11135186399,"2024-11-05_EnergieEnWater_111"
"2024 Q2",1051.08936855546,1003.38686979992,1098.791867311,978.134692327751,1124.04404478317,"2024-11-05_EWaterbedrijvenEnAfvalbeheer_36"
"2024 Q2",9642.42874363701,9025.83143500893,10259.0260522651,8699.42453657507,10585.432950699,"2024-11-05_FBouwnijverheid_37"
"2024 Q1",6787.13425384532,6617.34081639881,6956.92769129184,6527.45760005028,7046.81090764037,"2024-11-05_FinancieleEnZakelijkeDiensten_119"
"2024 Q2",6912.44804285418,6384.122951915,7440.77313379337,6104.44454287046,7720.4515428379,"2024-11-05_Gebouwen_134"
"2024 Q1",25337.9019414635,24591.8800188061,26083.9238641209,24196.9598682786,26478.8440146484,"2024-11-05_GHandel_40"
"2024 Q1",24130.1583059835,18622.4902865917,29637.8263253753,15706.9069542335,32553.4096577336,"2024-11-05_GNCommercieleDienstverlening_152"
"2024 Q2",126464.235113935,121158.150122923,131770.320104946,118349.278399827,134579.191828042,"2024-11-05_Goederen_16"
"2024 Q2",113408.466724867,108815.331060657,118001.602389077,106383.871913395,120433.061536338,"2024-11-05_Goederen_4"
"2024 Q2",4564.8616558159,4201.7991376021,4927.9241740297,4009.60545000488,5120.11786162692,"2024-11-05_GrondWegEnWaterbouwkundigeWerken_135"
"2024 Q1",7076.6945305749,6131.66663743425,8021.72242371555,5631.39908968928,8521.98997146052,"2024-11-05_Horecadiensten_115"
"2024 Q2",88231.6971338585,86052.2460566642,90411.1482110528,84898.5143480745,91564.8799196426,"2024-11-05_Huishoudens_9"
"2024 Q1",18496.3858686435,18328.2335091777,18664.5382281093,18239.2190270359,18753.5527102511,"2024-11-05_Huisvesting_114"
"2024 Q1",6966.60701652782,6574.99290997718,7358.22112307845,6367.68492450033,7565.5291085553,"2024-11-05_HVervoerEnOpslag_41"
"2024 Q1",3422.91322702538,2849.29423794877,3996.53221610198,2545.63868758017,4300.18776647058,"2024-11-05_IHoreca_42"
"2024 Q2",82.5815156348458,9.83803466947309,155.324996600218,-28.6700380563377,193.833069326029,"2024-11-05_InCultuurGebrachteActiva_142"
"2024 Q2",36654.5519299585,35613.2714317211,37695.832428196,35062.0508326796,38247.0530272375,"2024-11-05_IndividueleConsumptieOverheid_125"
"2024 Q2",38160.7403796637,32275.232224675,44046.2485346524,29159.6324066165,47161.8483527109,"2024-11-05_InvoerDienstenCif_200"
"2024 Q2",114899.520632187,110235.256995494,119563.784268881,107766.144974038,122032.896290337,"2024-11-05_InvoerGoederenCif_197"
"2024 Q2",10970.2819123131,10576.5049384155,11364.0588862107,10368.0520001265,11572.5118244997,"2024-11-05_JInformatieEnCommunicatie_43"
"2024 Q1",3514.48944670849,3346.42803794203,3682.55085547496,3257.46170219214,3771.51719122485,"2024-11-05_k_1012VoedingsGenotmiddelenindustrie_24"
"2024 Q1",255.97648879664,232.254660112603,279.698317480678,219.697082553331,292.25589503995,"2024-11-05_k_1315TextielKledingLederindustrie_25"
"2024 Q1",857.428211974143,823.827353449072,891.029070499213,806.040133390837,908.816290557448,"2024-11-05_k_1618HoutPapierGrafischeIndustr_26"
"2024 Q1",672.764458670322,504.444656580515,841.084260760129,415.341535667813,930.187381672831,"2024-11-05_k_19AardolieIndustrie_27"
"2024 Q1",3256.74391202455,3039.38474903543,3474.10307501367,2924.3217585801,3589.16606546901,"2024-11-05_k_2021ChemieEnFarmaceutischeIndustrie_28"
"2024 Q1",1149.76046912027,1087.92833539095,1211.59260284958,1055.19638098292,1244.32455725762,"2024-11-05_k_2223KunststofEnBouwmateriaalindustr_29"
"2024 Q1",2488.80130667769,2341.814311667,2635.78830168837,2264.00409666898,2713.59851668639,"2024-11-05_k_2425BasismetaalMetaalprodIndustrie_30"
"2024 Q1",2374.80645795882,2183.88020613242,2565.73270978522,2082.80995360907,2666.80296230857,"2024-11-05_k_2627ElektrischeEnElektronIndustrie_31"
"2024 Q1",5930.78894736923,5357.46057277627,6504.11732196219,5053.95886442242,6807.61903031604,"2024-11-05_k_28MachineIndustrie_32"
"2024 Q1",1101.3194147397,979.857551874055,1222.78127760535,915.559525623851,1287.07930385555,"2024-11-05_k_2930Transportmiddelenindustrie_33"
"2024 Q1",1922.26136849485,1825.70537094871,2018.81736604099,1774.591713391,2069.9310235987,"2024-11-05_k_3133OverigeIndustrieEnReparatie_34"
"2024 Q1",1839.00996453174,1680.51180899072,1997.50812007276,1596.607953697,2081.41197536648,"2024-11-05_k_77VerhuurVanRoerendeGoederen_49"
"2024 Q1",4471.43201301543,4153.81758235918,4789.04644367168,3985.68265903457,4957.18136699629,"2024-11-05_k_78UitzendbureausEnArbeidsbemiddeling_50"
"2024 Q1",1394.84137939032,909.21935148742,1880.46340729322,652.146578510796,2137.53618026984,"2024-11-05_k_79ReisbureausReisorganisatieEnInfo_51"
"2024 Q1",3222.3850340348,3094.73771948932,3350.03234858028,3027.16531291021,3417.60475515939,"2024-11-05_k_8082BeveiligingEnOverigeDiensten_52"
"2024 Q2",11897.4159924325,11524.9238228604,12269.9081620046,11327.7383793633,12467.0936055016,"2024-11-05_KFinancieleDienstverlening_44"
"2024 Q1",3523.53452536692,3281.59421811493,3765.47483261891,3153.51875591097,3893.55029482287,"2024-11-05_KledingEnTextiel_104"
"2024 Q2",12205.7570326597,12044.4529141422,12367.0611511773,11959.0636717741,12452.4503935453,"2024-11-05_LVerhuurEnHandelVanOnroerendGoed_45"
"2024 Q2",6751.29667207491,6161.65353550787,7340.93980864195,5849.51531385736,7653.07803029246,"2024-11-05_MachinesEnOverigeMaterieleActiva_141"
"2024 Q1",3329.03172109102,3073.41062116416,3584.65282101788,2938.09298478488,3719.97045739716,"2024-11-05_MedischeDienstenEnWelzijnszorg_118"
"2024 Q1",17195.4244056919,16694.7791842435,17696.0696271402,16429.7536129963,17961.0951983874,"2024-11-05_MSpecialistischeZakelijkeDiensten_47"
"2024 Q2",171784.799133683,167794.441836173,175775.156431194,165682.074281372,177887.523985995,"2024-11-05_NettoBinnenlandsProduct_69"
"2024 Q2",2420.16461174283,2262.2620875699,2578.06713591576,2178.67354047611,2661.65568300954,"2024-11-05_NietProductgebondenBelastingen_204"
"2024 Q2",2260.11262480056,1951.55869266941,2568.66655693171,1788.22010753905,2732.00514206207,"2024-11-05_NietProductgebondenSubsidies_207"
"2024 Q2",3242.47956414139,-618.723532275198,7103.68266055797,-2662.72098294317,9147.68011122594,"2024-11-05_OnderzoekEnOntwikkeling_145"
"2024 Q1",3282.98450976169,2865.89910456372,3700.06991495967,2645.10742807132,3920.86159145207,"2024-11-05_OntvangenInkomensoverdrachtBuitenland_78"
"2024 Q1",68576.5158120129,58769.2751060953,78383.7565179305,53577.6354796829,83575.3961443429,"2024-11-05_OntvangenPrimaireInkomensBuitenland_74"
"2024 Q1",12264.844503938,12089.348124822,12440.340883054,11996.4459535149,12533.2430543611,"2024-11-05_OOpenbaarBestuurEnOverheidsdiensten_56"
"2024 Q1",8592.92291294665,8138.98669641156,9046.85912948175,7898.68737876503,9287.15844712828,"2024-11-05_OUNietCommercieleDienstverlening_153"
"2024 Q2",744.61343476026,577.607970046114,911.618899474405,489.200617311902,1000.02625220862,"2024-11-05_OverdrachtskostenOpGrond_136"
"2024 Q2",54649.9648827935,53585.5480857018,55714.3816798852,53022.0798698697,56277.8498957173,"2024-11-05_Overheid_10"
"2024 Q1",6445.07396446423,6040.66888734001,6849.47904158845,5826.58977105467,7063.5581578738,"2024-11-05_Overheid_13"
"2024 Q1",5930.63797447185,5683.74510716388,6177.53084177981,5553.04791803288,6308.22803091081,"2024-11-05_OverigeDiensten_120"
"2024 Q1",2279.76120387122,2147.1970105451,2412.32539719735,2077.02176556513,2482.50064217732,"2024-11-05_OverigeDuurzameGoederen_109"
"2024 Q2",192.149859957946,114.119413274579,270.180306641312,72.8125899574366,311.487129958455,"2024-11-05_OverigeImmaterieleActiva_146"
"2024 Q2",42253.3048376674,39908.1811898001,44598.4284855347,38666.74771996,45839.8619553748,"2024-11-05_OverigeUitvoerVanDiensten_177"
"2024 Q1",6976.1697828539,6878.60772078557,7073.73184492223,6826.96148484045,7125.37808086735,"2024-11-05_POnderwijs_57"
"2024 Q2",20398.2460534811,19670.6681275651,21125.823979397,19285.5116391342,21510.980467828,"2024-11-05_ProductgebondenBelastingen_203"
"2024 Q2",20398.2460534811,19670.6681275651,21125.823979397,19285.5116391342,21510.980467828,"2024-11-05_ProductgebondenBelastingen_61"
"2024 Q2",862.694803460548,762.056177059846,963.333429861249,708.781306335572,1016.60830058552,"2024-11-05_ProductgebondenSubsidies_206"
"2024 Q2",862.694803460548,762.056177059846,963.333429861249,708.781306335572,1016.60830058552,"2024-11-05_ProductgebondenSubsidies_62"
"2024 Q1",17171.8290788183,16607.5723068831,17736.0858507535,16308.8728148962,18034.7853427403,"2024-11-05_QGezondheidsEnWelzijnszorg_58"
"2024 Q1",3274.20001207549,2876.80339719293,3671.59662695805,2666.43433671075,3881.96568744022,"2024-11-05_RecreatieEnCultuurdiensten_116"
"2024 Q2",4526.28801195302,4156.48915277965,4896.0868711264,3960.72946168446,5091.84656222159,"2024-11-05_RUCultuurRecreatieOverigeDiensten_59"
"2024 Q2",19762.6542219974,19024.8309595306,20500.4774844642,18634.2509175418,20891.057526453,"2024-11-05_Saldo_60"
"2024 Q2",21909.0512865987,20859.039291823,22959.0632813745,20303.1965177187,23514.9060554788,"2024-11-05_Saldo_66"
"2024 Q1",1045.83992203199,959.466644629476,1132.21319943451,913.7433935059,1177.93645055809,"2024-11-05_SchoenenEnLederwaren_105"
"2024 Q2",2747.06521787707,2426.16201170554,3067.96842404859,2256.28611578738,3237.84431996676,"2024-11-05_Subsidies_68"
"2024 Q2",436.664912010481,372.12070694037,501.209117080591,337.953068687637,535.376755333324,"2024-11-05_Telecommunicatieapparatuur_140"
"2024 Q2",357493.808297308,346919.41735794,368068.199236676,341321.67292888,373665.943665736,"2024-11-05_Totaal_1"
"2024 Q1",11211.5126185382,10944.9512921872,11478.0739448892,10803.8422497715,11619.1829873049,"2024-11-05_Totaal_100"
"2024 Q1",16737.6114599352,15924.2510263837,17550.9718934867,15493.684021453,17981.5388984175,"2024-11-05_Totaal_103"
"2024 Q2",45262.4578630594,38127.7481737382,52397.1675523805,34350.8610087604,56174.0547173583,"2024-11-05_Totaal_11"
"2024 Q1",48874.9931656497,47172.0697172323,50577.9166140672,46270.5964975308,51479.3898337687,"2024-11-05_Totaal_113"
"2024 Q2",54649.9648827935,53585.5480857018,55714.3816798852,53022.0798698697,56277.8498957173,"2024-11-05_Totaal_124"
"2024 Q2",142333.572271955,139758.638099789,144908.50644412,138395.55028697,146271.59425694,"2024-11-05_Totaal_127"
"2024 Q2",45262.4578630594,38127.7481737382,52397.1675523805,34350.8610087604,56174.0547173583,"2024-11-05_Totaal_130"
"2024 Q2",46409.5175301355,40407.7544317759,52411.2806284951,37230.6129641476,55588.4220961234,"2024-11-05_Totaal_131"
"2024 Q2",12480.5002623026,11666.9928575011,13294.0076671041,11236.3480506903,13724.6524739149,"2024-11-05_Totaal_133"
"2024 Q2",1537.6320583144,1306.97082817229,1768.29328845651,1184.86614872252,1890.39796790628,"2024-11-05_Totaal_138"
"2024 Q2",10352.3546756815,5175.01236636124,15529.6969850018,2434.2929021851,18270.416449178,"2024-11-05_Totaal_143"
"2024 Q2",45262.4578630594,38127.7481737382,52397.1675523805,34350.8610087604,56174.0547173583,"2024-11-05_Totaal_148"
"2024 Q2",46409.5175301355,40407.7544317759,52411.2806284951,37230.6129641476,55588.4220961234,"2024-11-05_Totaal_149"
"2024 Q2",171243.241216119,164934.128069879,177552.35436236,161594.285314946,180892.197117293,"2024-11-05_Totaal_15"
"2024 Q2",171243.241216119,164934.128069879,177552.35436236,161594.285314946,180892.197117293,"2024-11-05_Totaal_155"
"2024 Q2",126464.235113935,121158.150122923,131770.320104946,118349.278399827,134579.191828042,"2024-11-05_Totaal_172"
"2024 Q2",45757.2067899123,43138.2317627971,48376.1818170274,41751.8301296496,49762.583450175,"2024-11-05_Totaal_175"
"2024 Q2",153096.511079335,144879.836570318,161313.185588353,140530.191827469,165662.830331202,"2024-11-05_Totaal_179"
"2024 Q2",186222.021076381,182600.43239438,189843.609758383,180683.279152623,191760.76300014,"2024-11-05_Totaal_18"
"2024 Q2",38570.8181784599,37556.3755900685,39585.2607668514,37019.3621223114,40122.2742346085,"2024-11-05_Totaal_19"
"2024 Q2",113408.466724867,108815.331060657,118001.602389077,106383.871913395,120433.061536338,"2024-11-05_Totaal_196"
"2024 Q2",39085.0577841666,33234.8513005314,44935.2642678017,30137.9390584561,48032.176509877,"2024-11-05_Totaal_199"
"2024 Q2",22730.0763496392,21989.2173490712,23470.9353502072,21597.0302844045,23863.1224148739,"2024-11-05_Totaal_202"
"2024 Q2",26798.3528179458,25825.3521004158,27771.3535354757,25310.276633918,28286.4290019735,"2024-11-05_Totaal_21"
"2024 Q2",22712.4514211564,21898.2109886687,23526.6918536441,21467.1781404406,23957.7247018722,"2024-11-05_Totaal_23"
"2024 Q2",153096.511079335,144879.836570318,161313.185588353,140530.191827469,165662.830331202,"2024-11-05_Totaal_3"
"2024 Q2",103836.507409799,101549.384978465,106123.629841132,100338.65549797,107334.359321628,"2024-11-05_Totaal_38"
"2024 Q2",38900.6752325052,37439.4607695802,40361.8896954302,36665.9405577401,41135.4099072703,"2024-11-05_Totaal_39"
"2024 Q2",29141.1297134997,28204.0990460561,30078.1603809433,27708.0649738702,30574.1944531292,"2024-11-05_Totaal_46"
"2024 Q1",10833.3490714107,10295.9196840756,11370.7784587459,10011.4217516445,11655.2763911769,"2024-11-05_Totaal_48"
"2024 Q2",44243.5739207295,43376.3513384305,45110.7965030286,42917.2714342872,45569.8764071719,"2024-11-05_Totaal_53"
"2024 Q2",39730.033329128,39039.4149490872,40420.6517091689,38673.8236623978,40786.2429958583,"2024-11-05_Totaal_54"
"2024 Q1",19038.7383597872,18742.2408890219,19335.2358305524,18585.2846090127,19492.1921105617,"2024-11-05_Totaal_55"
"2024 Q2",357493.808297308,346919.41735794,368068.199236676,341321.67292888,373665.943665736,"2024-11-05_Totaal_6"
"2024 Q2",186457.033132478,178853.581909286,194060.48435567,174828.557965089,198085.508299867,"2024-11-05_Totaal_7"
"2024 Q2",142333.572271955,139758.638099789,144908.50644412,138395.55028697,146271.59425694,"2024-11-05_Totaal_8"
"2024 Q2",142333.572271955,139758.638099789,144908.50644412,138395.55028697,146271.59425694,"2024-11-05_Totaal_97"
"2024 Q2",88231.6971338585,86052.2460566642,90411.1482110528,84898.5143480745,91564.8799196426,"2024-11-05_Totaal_98"
"2024 Q1",37458.8472377613,36516.7336905394,38400.9607849831,36018.0089043327,38899.6855711899,"2024-11-05_Totaal_99"
"2024 Q1",8987.14225059771,8688.19195209641,9286.09254909902,8529.93722351707,9444.34727767835,"2024-11-05_TotaalOverigeGoederen_110"
"2024 Q2",2747.06521787707,2426.16201170554,3067.96842404859,2256.28611578738,3237.84431996676,"2024-11-05_TotaalSubsidies_205"
"2024 Q2",53215.3691645282,51074.5434388207,55356.1948902357,49941.2587561963,56489.47957286,"2024-11-05_UitvoerGoederenUitProductie_173"
"2024 Q2",-230.527224944699,-1523.34903755057,1062.29458766117,-2207.72756495482,1746.67311506543,"2024-11-05_VeranderingInVoorraden_14"
"2024 Q2",34234.7017931083,34025.294754835,34444.1088313816,33914.4413649214,34554.9622212952,"2024-11-05_VerbruikVanVasteActiva_70"
"2024 Q2",1077.80348403215,463.091129996868,1692.51583806743,137.682066249796,2017.9249018145,"2024-11-05_VerkoopVanGebruikteVasteActiva_147"
"2024 Q2",1077.80348403215,463.091129996868,1692.51583806743,137.682066249796,2017.9249018145,"2024-11-05_VerkoopVanGebruikteVasteActiva_154"
"2024 Q1",4021.31385864224,3739.47519024309,4303.15252704138,3590.27881146619,4452.34890581828,"2024-11-05_VervoerEnCommunicatieDiensten_117"
"2024 Q2",3835.28703167492,3112.07707518229,4558.49698816755,2729.23285009076,4941.34121325908,"2024-11-05_Vervoermiddelen_137"
"2024 Q1",3050.83490192428,2709.59467347402,3392.07513037454,2528.95300827257,3572.71679557599,"2024-11-05_VervoermiddelenEnOnderdelen_108"
"2024 Q1",8917.48633568775,8700.85963191906,9134.11303945645,8586.18438195338,9248.78828942213,"2024-11-05_Voedingsmiddelen_101"
"2024 Q2",73973.0274500887,69405.3906992487,78540.6642009288,66987.4298613536,80958.6250388239,"2024-11-05_Wederuitvoer_174"
"2024 Q2",17661.3120076035,17189.7315967523,18132.8924184546,16940.0920068381,18382.5320083688,"2024-11-05_WerkelijkeCollectieveConsumptie_129"
"2024 Q2",124510.95193348,121877.002784939,127144.901082022,120482.674330731,128539.22953623,"2024-11-05_WerkelijkeIndividueleConsumptie_128"
"2024 Q2",10272.1898373129,9460.265936262,11084.1137383639,9030.45938570145,11513.9202889244,"2024-11-05_Woningen_132"
"2024 Q1",3820.32494120582,3609.60344537717,4031.04643703447,3498.05422366583,4142.59565874582,"2024-11-05_WoninginrichtingEnWoningdecoratie_106"
